MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
393338,393338001,What kind of flowers are in the vase?,tulips,tulips; roses; tulips; tulips; tulips; tulips; tulips; tulips; tulips; tulips,Dogru
393338,393338002,What color is the vase?,clear,clear; clear; clear; red and yellow; clear; clear; clear; clear; clear; no color,Dogru
262274,262274000,Who left their surfboard?,lifeguard,lifeguard; surfer; lifeguard; lifeguard; nobody; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard,Dogru
262274,262274001,What is written on the surfboard?,lifeguard,lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; lifeguard,Dogru
262274,262274002,What is written on the board?,lifeguard,lifeguard; lifeguard; lifeguard; lifeguard; lifeguard; keracare lifeguard; lifeguard; lifeguard; lifeguard; lifeguard,Dogru
262274,262274003,How many boards are there?,one,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Yanlis
262274,262274004,Is it going to rain?,no,yes; no; yes; no; no; no; no; no; no; no,Dogru
262274,262274005,Is it low tide?,yes,yes; no; yes; yes; yes; yes; no; yes; yes; yes,Dogru
262274,262274006,Are there palm trees on the board?,no,no; no; no; no; no; no; no; no; no; no,Dogru
262274,262274007,Is it cloudy?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
262275,262275000,How old is the girl?,5,young; 6; 3; 3; 4; 6; 6; 6; 3; 5,Dogru
262275,262275001,What color is the horse?,brown,brown; brown; brown; brown; brown; brown; brown; brown; brown; brown,Dogru
262275,262275002,Is the girl sitting on the horse correctly?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
262275,262275003,Is this an English saddle?,yes,yes; yes; yes; no; yes; no; yes; no; yes; unknown,Dogru
262275,262275004,What is on the little girls head?,helmet,helmet; western riding helmets; helmet; helmet; helmet; helmet; helmet; helmet; helmet; helmet,Dogru
133,133000,What color is lamp?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
133,133001,Is this a child room?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
133,133002,What size mattress would you need for this bed?,twin,twin; twin; twin; single; twin; twin; twin long; twin; single; twin,Dogru
131207,131207000,How many birds?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
131207,131207001,How many birds can be seen?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
131207,131207002,Are the birds legs touching the water?,no,no; no; no; no; no; no; no; no; no; no,Dogru
131207,131207003,Does the water look calm?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
131207,131207004,What color are the birds?,white,white; white; white; white; white; white; white; white; white; white,Dogru
131207,131207005,What kind of birds are these?,crane,herons; storks; herons; cranes; crane; crane; pelicans; heron; egrets; gulls,Dogru
131207,131207006,What color is the bench?,brown,black; brown; brown; brown; brown; brown; brown; brown; brown; brown,Dogru
131207,131207007,Are this flamingos?,no,yes; no; no; no; no; yes; no; no; no; no,Dogru
136,136000,Is this in a museum?,yes,no; yes; yes; no; no; no; no; yes; yes; no,Dogru
136,136001,How many animals are in the picture?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
136,136002,What kind of animal is shown?,giraffe,giraffe; giraffe; giraffe; brown; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe,Dogru
139,139000,What is the woman in the room doing?,standing,talking to someone; cleaning; looking out window; talking; talking; cleaning; talking to someone outside of window; talking; talking out window; cleaning,Yanlis
139,139001,How many yellow vases?,1,2; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
139,139002,What color is the floor?,brown,brown; brown; brown; brown; brown; brown; wood colored; brown; brown; brown,Dogru
139,139003,What color is the flower?,pink,pink; pink; pink; pink; pink; red; pink; pink; pink; pink,Dogru
262284,262284000,How many sets of doors are open?,1,1; 1; 1; 0; 1; 1; 1; 1; 1; 1,Dogru
262284,262284001,What is this?,shower,shower; shower; shower; shower; shower; shower; shower; shower; shower; shower,Dogru
262284,262284002,Is the floor tilted?,no,no; yes; yes; no; no; no; yes; yes; no; not sure,Dogru
262284,262284003,What room is this?,bathroom,bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom,Dogru
143,143000,What color is the tip of the birds' tails?,yellow,yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow,Dogru
143,143001,How many birds are in the tree?,7,8; 8; 8; 8; 8; 8; 8; 8; 8; 8,Yanlis
143,143002,Who many birds are black?,0,0; 0; 7; 8; 0; 0; 0; 0; 0; 0,Dogru
240323,240323000,Is there meat on this plate?,yes,yes; turkey; yes; yes; turkey; yes; yes; yes; yes; turkey,Dogru
240323,240323001,Is this a vegetarian meal?,yes,yes; yes; no; no; no; no; yes; yes; no; no,Dogru
240323,240323002,What is the green fruit called?,avocado,pears; avocado; avocado; avocado; avocado; avocado; avocado; avocado; avocado; avocado,Dogru
524436,524436000,Is there a woman sitting on this bench??,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
524436,524436001,Where are they sitting?,bench,on bench; on bench; bench; bench; bench; bench; bench; bench; bench; on bench,Dogru
524436,524436002,Are there cars in the picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
524436,524436003,What is the woman sitting on?,bench,bench; bench; bench; bench; bench; bench; bench; bench; bench; bench,Dogru
524436,524436004,Is it raining?,no,no; no; no; no; no; no; no; no; no; no,Dogru
524436,524436005,Are these two people a couple?,yes,yes; yes; yes; yes; yes; probably; maybe; yes; maybe; yes,Dogru
393372,393372000,Is her hair blue?,yes,no; yes; yes; yes; yes; yes; no; yes; no; yes,Dogru
393372,393372001,Can her eyes be seen?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
393372,393372002,Is she wearing long sleeves?,yes,yes; yes; yes; yes; yes; yes; yes; no; yes; yes,Dogru
393372,393372003,What color is the wig?,purple,purple; purple; blue; purple; purple; purple; blue; purple; blue; purple,Dogru
393372,393372004,Is the girl smiling?,no,no; no; no; no; no; no; no; no; no; no,Dogru
393372,393372005,Is this a male or female?,female,female; female; female; male; female; female; female; female; female; female,Dogru
393372,393372006,Is this a man or woman?,woman,woman; woman; woman; woman; woman; woman; woman; woman; woman; woman,Dogru
393372,393372007,What facial piercing does the girl have?,none,none; ear; none; none; ear; ears; earring; ears; none; eyebrow,Dogru
393372,393372008,Which  ear is pierced?,right,right; right; right; right; right; right; right; right; right; right,Dogru
393372,393372009,Does the woman look happy?,no,no; no; no; no; no; no; no; no; no; no,Dogru
393372,393372010,What color is her hair?,purple,blue; electric blue; blue; blue; blue; purple; blue; purple; blue; blue,Dogru
393372,393372011,What type of shirt is the girl wearing?,dress shirt,dress shirt; dress; dress; black; button down; button up; official black; blouse; collared; button up,Dogru
393372,393372012,What color is her eyes?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
393372,393372013,What color hair does the woman have?,purple,blue; blue; purple; purple; blue; purple; purple; purple; purple; blue,Dogru
393372,393372014,What about this man's appearance might bother a conservative employer?,hair color,yes; hair; blue hair; blue hair; hair color; color; blue hair color; yes; purple hair; hair color,Dogru
393372,393372015,Is the woman's hair straight or curly?,straight,straight; straight; straight; straight; straight; straight; straight; straight; straight; straight,Dogru
393372,393372016,Is this person only wearing a black shirt?,no,no; no; yes; yes; no; yes; no; no; no; no,Dogru
393372,393372017,Is the woman looking at the camera?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
393372,393372018,Is the girl's part in her hair even?,no,yes; yes; no; yes; no; no; no; no; yes; yes,Dogru
393372,393372019,Does the person have any facial piercings?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
393372,393372020,What is her expression?,serious,serious; serious; neutral; serious; serious; deadpan; solemn; mad; somber; sour,Dogru
393372,393372021,Is the girl funny?,no,no; no; no; yes; yes; no; no; no; yes; no,Dogru
393372,393372022,Is cleavage visible?,no,no; no; no; no; no; no; no; no; no; no,Dogru
524450,524450000,What type of trucks are in the photo?,bus,bus; bus; none; bus; bus; bus; tour; bus; charter; none,Dogru
524450,524450001,Where are the ducks?,on ground,can't see; nowhere; none; no; no ducks; in water; outside; nowhere; no ducks in picture; not here,Yanlis
524450,524450002,Is this a fire engine?,no,no; no; no; no; no; no; no; no; no; no,Dogru
524450,524450003,Are they all going to board a train?,no,no; no; no; no; no; no; no; no; no; no,Dogru
524450,524450004,What is moving on the street?,bus,people; bus; nothing; bus; people; bus; bus; bus; people; bus,Dogru
524450,524450005,What color is the bus?,silver,"white and black; gray; gray; white, black; gray; gray; gray; silver and black; silver; gray",Dogru
524450,524450006,Why is there water on the ground?,it rained,rained; it rained; rained; rain; washing; raining; raining; it rained; dew; rain,Dogru
524450,524450007,Why does the bus have to stop?,to pick up passengers,unsure; parked; 1; to load passengers; for passengers; to park; passengers; get passengers; to pick up passengers; bus stop,Dogru
524450,524450008,What color is the vehicle?,silver,"gray; gray; white; gray and black; grey, black and red; white; white; silver and black; gray , black and pink; gray and black",Yanlis
524450,524450009,What kind of vehicle is pictured?,bus,bus; bus; bus; bus; bus; bus; bus; rv; bus; bus,Dogru
524450,524450010,Are there people inside the bus?,yes,yes; yes; no; yes; no; no; no; yes; yes; yes,Dogru
524450,524450011,Is this a tour bus?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
524450,524450012,What is the man holding?,bag,luggage; bag; backpack; backpack; nothing; bag; not sure; bag; camera; camera,Dogru
524450,524450013,Is the bus in a parking space?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
524450,524450014,What time of the day is it?,afternoon,daytime; dusk; mid-afternoon; noon; afternoon; 5 pm; afternoon; noon; morning; afternoon,Dogru
524450,524450015,How many people are boarding the bus?,4,3; 2; 3; 4; 1; 0; 3; 2; 3; 1,Dogru
524450,524450016,Is anybody getting off the bus?,no,no; no; no; no; no; no; no; yes; no; no,Dogru
524450,524450017,What is the weather like?,sunny,sunny; sunny; sunny; clear; sunny; sunny; good; sunny; clear; sunny,Dogru
524450,524450018,Is there a container available for trash?,no,no; no; no; no; no; no; no; no; no; no,Dogru
524450,524450019,What is mainly featured?,bus,bus; bus; bus; bus; bus; bus; bus; bus; bus; bus,Dogru
524450,524450020,What are the streets made of?,concrete,asphalt; concrete; concrete; concrete; concrete; cement; no street signs; concrete; concrete; concrete,Dogru
524450,524450021,What color is the camper?,silver,white; gray and black; gray; white and black; gray; silver; silver; silver; gray and white; black and white,Dogru
524450,524450022,Are the bus lights on at bottom?,no,no; no; no; no; no; no; yes; no; no; no,Dogru
524450,524450023,What is the man riding?,bus,nothing; bus; waiting; bus; bus; bike; bus; bus; bus; bus,Dogru
524450,524450024,Where is the bus located?,parking lot,street; parking lot; parking lot; at station; chicago; in bus lot; right; street; in lot; front of building,Dogru
164,164000,How many paper towel rolls?,2,1; 1; 1; 2; 1; 1; 2; 1; 1; 1,Dogru
164,164001,What is the color of the refrigerator?,white,white; white; white; white; white; white; white; cream; beige; white,Dogru
164,164002,Is the light on?,no,no; yes; yes; no; no; yes; no; yes; no; no,Dogru
164,164003,What color is the wall?,pink,white; cream; white; white; pink; pink; white; white; pink; pink,Dogru
524456,524456000,How many mice are on the desk?,1,1; 2; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
524456,524456001,Does the person working on the computer have a car?,yes,most likely; yes; yes; yes; yes; probably; maybe; no; yes; i don't know,Dogru
524456,524456002,Is the person on the laptop married?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; maybe,Dogru
524459,524459000,What kind of animal is on the Guinness poster?,toucan,toucan; toucan; toucan; pelican; toucan; toucan; toucan; toucan; pelican; puffin,Dogru
524459,524459001,Is the man using a laptop or desktop computer?,laptop,laptop; laptop; laptop; laptop; laptop; laptop; laptop; laptop; laptop; laptop,Dogru
524459,524459002,Is this man disgusted?,no,no; no; no; no; yes; yes; yes; no; no; no,Dogru
436936,436936000,How many animals are visible?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
436936,436936001,Is the animal on a tree branch or bush?,bush,tree; bush; branch; tree branch; tree branch; branch; branch; tree branch; branch; branch,Dogru
436936,436936002,What animal is this?,bear,tree; bear; black bear; bear; bear; bear; bear; bear; bear; black bear,Dogru
262323,262323000,What is behind the giraffe?,ostrich,display; bird; ostrich; ostrich; ostrich; ostrich; ostrich; ostrich; ostrich; ostrich,Dogru
262323,262323001,What is similar about the two animals in this photo?,giraffes,necks; tamed; they're both wild animals; both hunched over; caged; long necks; craned necks; both have long neck; bent neck; hunch,Yanlis
262323,262323002,How many animals do you see?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
262323,262323003,Is the giraffes head small?,no,yes; yes; yes; no; yes; yes; no; no; yes; no,Dogru
262325,262325000,How green are the vegetables?,very,real green; very much; very; not very; very green; very; very; very; very; light green,Dogru
262325,262325001,Is this an unhealthy snack?,no,no; no; no; no; no; no; no; no; no; no,Dogru
262325,262325002,Are the vegetables cooked?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
262325,262325003,What are the veggies on?,bowl,"bowl; ladle; bowl; ladle; bowl; bowl; bowl; bowl; carrots, broccoli; bowl",Dogru
262334,262334000,Is this indoors?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
262334,262334001,What type of hat is she wearing?,fedora,regular; conductor; tweed; baseball; pageboy; jean hat; baseball hat; engineer; cap; cap,Yanlis
262334,262334002,Is the lady inside or outside?,inside,inside; inside; inside; inside; inside; inside; inside; inside; inside; inside,Dogru
